case_id,activity,timestamp,game,hours_played
100519466,Start Playing,2024-04-12 19:00:00,PlanetSide 2,3.4
100519466,Purchase Game,2024-04-13 08:00:00,War Thunder,0.0
100519466,Start Playing,2024-04-14 01:00:00,War Thunder,1.6
100519466,Abandon Game (Refund Risk),2024-04-14 03:00:00,War Thunder,1.6
100519466,Purchase Game,2024-04-14 05:00:00,APB Reloaded,0.0
100519466,Start Playing,2024-04-14 23:00:00,APB Reloaded,1.4
100519466,Abandon Game (Refund Risk),2024-04-15 01:00:00,APB Reloaded,1.4
100519466,Purchase Game,2024-04-15 22:00:00,SpeedRunners,0.0
100519466,Purchase Game,2024-04-16 13:00:00,Arma 2,0.0
100519466,Purchase Game,2024-04-18 12:00:00,Saints Row IV,0.0
100519466,Start Playing,2024-04-18 15:00:00,SpeedRunners,1.2
100519466,Abandon Game (Refund Risk),2024-04-18 17:00:00,SpeedRunners,1.2
100519466,Start Playing,2024-04-19 11:00:00,Arma 2,0.8
100519466,Abandon Game (Refund Risk),2024-04-19 13:00:00,Arma 2,0.8
100519466,Purchase Game,2024-04-19 18:00:00,Toribash,0.0
100519466,Purchase Game,2024-04-20 08:00:00,Tactical Intervention,0.0
100519466,Start Playing,2024-04-20 19:00:00,Saints Row IV,0.6
100519466,Abandon Game (Refund Risk),2024-04-20 21:00:00,Saints Row IV,0.6
100519466,Start Playing,2024-04-21 00:00:00,Tactical Intervention,0.3
100519466,Abandon Game (Refund Risk),2024-04-21 02:00:00,Tactical Intervention,0.3
100519466,Purchase Game,2024-04-21 23:00:00,SimCity 4 Deluxe,0.0
100519466,Start Playing,2024-04-22 16:00:00,Toribash,0.4
100519466,Abandon Game (Refund Risk),2024-04-22 18:00:00,Toribash,0.4
100519466,Purchase Game,2024-04-23 19:00:00,Arma 2 DayZ Mod,0.0
100519466,Purchase Game,2024-04-25 12:00:00,Age of Empires II HD Edition,0.0
100519466,Purchase Game,2024-04-26 05:00:00,Arma 2 Operation Arrowhead Beta (Obsolete),0.0
100519466,Purchase Game,2024-04-27 17:00:00,Arma 3 Helicopters,0.0
100519466,Purchase Game,2024-04-29 09:00:00,Arma 3 Karts,0.0
100519466,Purchase Game,2024-05-01 08:00:00,Arma 3 Marksmen,0.0
100519466,Purchase Game,2024-05-02 02:00:00,Arma 3 Zeus,0.0
100519466,Purchase Game,2024-05-02 11:00:00,Arma Cold War Assault,0.0
100519466,Purchase Game,2024-05-03 20:00:00,Clicker Heroes,0.0
100519466,Purchase Game,2024-05-05 10:00:00,Don't Starve Together Beta,0.0
100519466,Purchase Game,2024-05-06 22:00:00,Euro Truck Simulator 2 - Going East!,0.0
100519466,Purchase Game,2024-05-08 05:00:00,Loadout,0.0
100519466,Purchase Game,2024-05-08 09:00:00,Marvel Heroes 2015,0.0
100519466,Purchase Game,2024-05-08 14:00:00,Pid ,0.0
100519466,Purchase Game,2024-05-09 12:00:00,RADical ROACH Deluxe Edition,0.0
100519466,Purchase Game,2024-05-10 05:00:00,Skyrim High Resolution Texture Pack,0.0
100519466,Purchase Game,2024-05-10 09:00:00,Sniper Ghost Warrior 2 Multiplayer Expansion Pack,0.0
100519466,Purchase Game,2024-05-11 03:00:00,Stronghold HD,0.0
100519466,Purchase Game,2024-05-12 13:00:00,The Mighty Quest For Epic Loot,0.0
101030173,Purchase Game,2024-05-30 11:00:00,Duke Nukem Forever,0.0
101030173,Start Playing,2024-05-30 17:00:00,Duke Nukem Forever,4.1
101040836,Purchase Game,2024-02-10 23:00:00,Robocraft,0.0
101315169,Purchase Game,2024-04-28 11:00:00,Star Wars - Battlefront II,0.0
101315169,Start Playing,2024-04-30 04:00:00,Star Wars - Battlefront II,3.7
101369449,Purchase Game,2024-03-07 03:00:00,Zombie Panic Source,0.0
101369449,Start Playing,2024-03-08 03:00:00,Zombie Panic Source,395.0
101369449,Purchase Game,2024-03-08 18:00:00,Insurgency Modern Infantry Combat,0.0
101369449,Start Playing,2024-03-09 01:00:00,Insurgency Modern Infantry Combat,11.0
101369449,Purchase Game,2024-03-09 20:00:00,Age of Chivalry,0.0
101369449,Start Playing,2024-03-10 23:00:00,Age of Chivalry,0.9
101369449,Abandon Game (Refund Risk),2024-03-11 01:00:00,Age of Chivalry,0.9
101369449,Purchase DLC/Season Pass,2024-03-20 03:00:00,Zombie Panic Source,395.0
101395260,Purchase Game,2024-05-22 02:00:00,Clicker Heroes,0.0
101395260,Start Playing,2024-05-22 05:00:00,Clicker Heroes,178.0
101395260,Purchase Game,2024-05-24 02:00:00,Dota 2,0.0
101395260,Start Playing,2024-05-25 09:00:00,Dota 2,58.0
101395260,Purchase DLC/Season Pass,2024-05-31 05:00:00,Clicker Heroes,178.0
101395260,Purchase DLC/Season Pass,2024-06-11 09:00:00,Dota 2,58.0
101487265,Purchase Game,2024-09-11 23:00:00,Dota 2,0.0
101487265,Start Playing,2024-09-12 11:00:00,Dota 2,2582.0
101487265,Purchase Game,2024-09-13 04:00:00,Ragnarok Online 2,0.0
101487265,Purchase Game,2024-09-13 13:00:00,FreeStyle2 Street Basketball,0.0
101487265,Start Playing,2024-09-14 01:00:00,Ragnarok Online 2,98.0
101487265,Start Playing,2024-09-14 03:00:00,FreeStyle2 Street Basketball,15.8
101487265,Purchase DLC/Season Pass,2024-09-24 01:00:00,Ragnarok Online 2,98.0
101487265,Purchase DLC/Season Pass,2024-09-30 11:00:00,Dota 2,2582.0
101690993,Purchase Game,2024-08-05 08:00:00,Dragon Age Origins - Ultimate Edition,0.0
101690993,Purchase Game,2024-08-06 13:00:00,The Elder Scrolls V Skyrim,0.0
101690993,Purchase Game,2024-08-06 17:00:00,Sid Meier's Civilization V,0.0
101690993,Start Playing,2024-08-07 06:00:00,The Elder Scrolls V Skyrim,141.0
101690993,Start Playing,2024-08-07 08:00:00,Sid Meier's Civilization V,99.0
101690993,Purchase Game,2024-08-07 10:00:00,Fallout New Vegas,0.0
101690993,Purchase Game,2024-08-08 04:00:00,Fallout 4,0.0
101690993,Start Playing,2024-08-08 05:00:00,Dragon Age Origins - Ultimate Edition,148.0
101690993,Purchase Game,2024-08-08 06:00:00,Mass Effect,0.0
101690993,Start Playing,2024-08-08 14:00:00,Mass Effect,71.0
101690993,Purchase Game,2024-08-08 20:00:00,Assassin's Creed II,0.0
101690993,Start Playing,2024-08-10 06:00:00,Fallout New Vegas,82.0
101690993,Purchase Game,2024-08-10 08:00:00,Prison Architect,0.0
101690993,Start Playing,2024-08-10 16:00:00,Fallout 4,74.0
101690993,Purchase Game,2024-08-11 05:00:00,Assassin's Creed III,0.0
101690993,Start Playing,2024-08-11 09:00:00,Assassin's Creed II,52.0
101690993,Start Playing,2024-08-11 18:00:00,Prison Architect,50.0
101690993,Purchase Game,2024-08-12 15:00:00,Divinity Original Sin,0.0
101690993,Start Playing,2024-08-12 19:00:00,Assassin's Creed III,50.0
101690993,Purchase DLC/Season Pass,2024-08-14 05:00:00,Dragon Age Origins - Ultimate Edition,148.0
101690993,Purchase Game,2024-08-14 06:00:00,TERA,0.0
101690993,Purchase Game,2024-08-14 15:00:00,Saints Row The Third,0.0
101690993,Start Playing,2024-08-14 22:00:00,Divinity Original Sin,48.0
101690993,Start Playing,2024-08-15 15:00:00,Saints Row The Third,44.0
101690993,Start Playing,2024-08-16 04:00:00,TERA,46.0
101690993,Purchase Game,2024-08-16 15:00:00,Assassin's Creed Brotherhood,0.0
101690993,Purchase Game,2024-08-16 21:00:00,Plague Inc Evolved,0.0
101690993,Purchase DLC/Season Pass,2024-08-17 09:00:00,Assassin's Creed II,52.0
101690993,Start Playing,2024-08-18 05:00:00,Assassin's Creed Brotherhood,41.0
101690993,Purchase DLC/Season Pass,2024-08-18 06:00:00,The Elder Scrolls V Skyrim,141.0
101690993,Start Playing,2024-08-18 08:00:00,Plague Inc Evolved,38.0
101690993,Purchase Game,2024-08-18 21:00:00,Saints Row IV,0.0
101690993,Purchase Game,2024-08-19 04:00:00,Assassin's Creed Revelations,0.0
101690993,Purchase DLC/Season Pass,2024-08-19 08:00:00,Sid Meier's Civilization V,99.0
101690993,Purchase Game,2024-08-19 11:00:00,Vampire The Masquerade - Bloodlines,0.0
101690993,Start Playing,2024-08-19 19:00:00,Saints Row IV,38.0
101690993,Purchase DLC/Season Pass,2024-08-20 14:00:00,Mass Effect,71.0
101690993,Start Playing,2024-08-21 02:00:00,Vampire The Masquerade - Bloodlines,35.0
101690993,Purchase Game,2024-08-21 05:00:00,Borderlands 2,0.0
101690993,Start Playing,2024-08-21 13:00:00,Assassin's Creed Revelations,38.0
101690993,Purchase Game,2024-08-22 09:00:00,Tropico 4,0.0
101690993,Purchase DLC/Season Pass,2024-08-22 16:00:00,Fallout 4,74.0
101690993,Purchase Game,2024-08-22 18:00:00,Age of Mythology Extended Edition,0.0
101690993,Purchase Game,2024-08-23 07:00:00,Deus Ex Human Revolution,0.0
101690993,Start Playing,2024-08-23 12:00:00,Borderlands 2,33.0
101690993,Start Playing,2024-08-23 20:00:00,Tropico 4,31.0
101690993,Start Playing,2024-08-24 16:00:00,Deus Ex Human Revolution,30.0
101690993,Purchase Game,2024-08-24 17:00:00,Endless Legend,0.0
101690993,Start Playing,2024-08-24 23:00:00,Age of Mythology Extended Edition,31.0
101690993,Start Playing,2024-08-25 23:00:00,Endless Legend,29.0
101690993,Purchase DLC/Season Pass,2024-08-26 06:00:00,Fallout New Vegas,82.0
101690993,Purchase Game,2024-08-26 06:00:00,Fable III,0.0
101690993,Start Playing,2024-08-26 18:00:00,Fable III,28.0
101690993,Purchase Game,2024-08-28 00:00:00,Sid Meier's Civilization Beyond Earth,0.0
101690993,Purchase Game,2024-08-28 18:00:00,Saints Row 2,0.0
101690993,Purchase Game,2024-08-29 12:00:00,The Walking Dead,0.0
101690993,Start Playing,2024-08-29 15:00:00,The Walking Dead,23.0
101690993,Start Playing,2024-08-29 21:00:00,Sid Meier's Civilization Beyond Earth,28.0
101690993,Start Playing,2024-08-30 15:00:00,Saints Row 2,23.0
101690993,Purchase Game,2024-08-30 20:00:00,Borderlands The Pre-Sequel,0.0
101690993,Purchase Game,2024-08-31 02:00:00,Tomb Raider,0.0
101690993,Purchase Game,2024-09-01 00:00:00,Assassin's Creed,0.0
101690993,Start Playing,2024-09-01 03:00:00,Assassin's Creed,21.0
101690993,Purchase Game,2024-09-01 19:00:00,Shadowrun Dragonfall - Director's Cut,0.0
101690993,Purchase Game,2024-09-02 03:00:00,Life Is Strange,0.0
101690993,Purchase Game,2024-09-02 06:00:00,Kingdoms of Amalur Reckoning,0.0
101690993,Start Playing,2024-09-02 07:00:00,Shadowrun Dragonfall - Director's Cut,18.5
101690993,Start Playing,2024-09-02 13:00:00,Tomb Raider,21.0
101690993,Start Playing,2024-09-02 20:00:00,Borderlands The Pre-Sequel,22.0
101690993,Purchase Game,2024-09-03 12:00:00,Dishonored,0.0
101690993,Start Playing,2024-09-03 22:00:00,Life Is Strange,18.1
101690993,Start Playing,2024-09-04 03:00:00,Dishonored,16.3
101690993,Purchase Game,2024-09-04 14:00:00,Portal 2,0.0
101690993,Start Playing,2024-09-04 18:00:00,Kingdoms of Amalur Reckoning,16.5
101690993,Purchase Game,2024-09-06 13:00:00,Hitman Absolution,0.0
101690993,Purchase Game,2024-09-06 21:00:00,Hate Plus,0.0
101690993,Start Playing,2024-09-07 09:00:00,Portal 2,15.8
101690993,Start Playing,2024-09-08 12:00:00,Hitman Absolution,15.7
101690993,Purchase Game,2024-09-08 21:00:00,Tropico 5,0.0
101690993,Start Playing,2024-09-09 02:00:00,Hate Plus,14.8
101690993,Purchase Game,2024-09-09 04:00:00,Influent,0.0
101690993,Purchase Game,2024-09-09 05:00:00,Mass Effect 2,0.0
101690993,Start Playing,2024-09-10 02:00:00,Tropico 5,13.9
101690993,Purchase Game,2024-09-10 08:00:00,Broken Age,0.0
101690993,Start Playing,2024-09-10 16:00:00,Broken Age,11.1
101690993,Start Playing,2024-09-10 22:00:00,Influent,13.5
101690993,Start Playing,2024-09-12 04:00:00,Mass Effect 2,12.3
101690993,Purchase Game,2024-09-12 04:00:00,Analogue A Hate Story,0.0
101690993,Start Playing,2024-09-13 01:00:00,Analogue A Hate Story,10.2
101690993,Purchase Game,2024-09-13 08:00:00,The Witcher 2 Assassins of Kings Enhanced Edition,0.0
101690993,Start Playing,2024-09-14 07:00:00,The Witcher 2 Assassins of Kings Enhanced Edition,9.7
101690993,Purchase Game,2024-09-15 00:00:00,ArtRage Studio Pro,0.0
101690993,Purchase Game,2024-09-16 14:00:00,Ether One,0.0
101690993,Start Playing,2024-09-16 18:00:00,Ether One,9.3
101690993,Purchase Game,2024-09-17 13:00:00,Remember Me,0.0
101690993,Start Playing,2024-09-17 20:00:00,ArtRage Studio Pro,9.3
101690993,Purchase Game,2024-09-18 05:00:00,Hatoful Boyfriend,0.0
101690993,Start Playing,2024-09-19 02:00:00,Hatoful Boyfriend,8.2
101690993,Purchase Game,2024-09-19 12:00:00,Bound By Flame,0.0
101690993,Start Playing,2024-09-20 01:00:00,Bound By Flame,7.4
101690993,Start Playing,2024-09-20 03:00:00,Remember Me,8.5
101690993,Purchase Game,2024-09-21 02:00:00,Chaos on Deponia,0.0
101690993,Start Playing,2024-09-22 17:00:00,Chaos on Deponia,7.4
101690993,Purchase Game,2024-09-22 23:00:00,Banished,0.0
101690993,Purchase Game,2024-09-23 00:00:00,Deponia,0.0
101690993,Purchase Game,2024-09-23 10:00:00,Grey Goo,0.0
101690993,Start Playing,2024-09-23 18:00:00,Banished,6.8
101690993,Purchase Game,2024-09-24 07:00:00,Gone Home,0.0
101690993,Start Playing,2024-09-24 09:00:00,Grey Goo,5.8
101690993,Start Playing,2024-09-24 10:00:00,Gone Home,5.1
101690993,Start Playing,2024-09-24 21:00:00,Deponia,5.9
101690993,Purchase Game,2024-09-25 12:00:00,SimCity 4 Deluxe,0.0
101690993,Start Playing,2024-09-25 23:00:00,SimCity 4 Deluxe,4.8
101690993,Purchase Game,2024-09-26 12:00:00,Brothers - A Tale of Two Sons,0.0
101690993,Purchase Game,2024-09-26 22:00:00,Godus,0.0
101690993,Start Playing,2024-09-27 08:00:00,Godus,4.2
101690993,Purchase Game,2024-09-27 12:00:00,Game Dev Tycoon,0.0
101690993,Purchase Game,2024-09-27 20:00:00,Portal,0.0
101690993,Start Playing,2024-09-28 17:00:00,Game Dev Tycoon,3.7
101690993,Start Playing,2024-09-29 12:00:00,Brothers - A Tale of Two Sons,4.5
101690993,Purchase Game,2024-09-29 14:00:00,Never Alone (Kisima Ingitchuna),0.0
101690993,Start Playing,2024-09-29 17:00:00,Portal,3.4
101690993,Start Playing,2024-09-30 19:00:00,Never Alone (Kisima Ingitchuna),3.2
101690993,Purchase Game,2024-09-30 19:00:00,Cinders,0.0
101690993,Start Playing,2024-10-01 19:00:00,Cinders,3.1
101690993,Purchase Game,2024-10-01 23:00:00,Dysfunctional Systems Learning to Manage Chaos,0.0
101690993,Start Playing,2024-10-02 02:00:00,Dysfunctional Systems Learning to Manage Chaos,2.8
101690993,Purchase Game,2024-10-03 03:00:00,The Elder Scrolls IV Oblivion ,0.0
101690993,Purchase Game,2024-10-03 05:00:00,Democracy 3,0.0
101690993,Start Playing,2024-10-04 13:00:00,Democracy 3,1.9
101690993,Abandon Game (Refund Risk),2024-10-04 15:00:00,Democracy 3,1.9
101690993,Start Playing,2024-10-05 03:00:00,The Elder Scrolls IV Oblivion ,1.9
101690993,Abandon Game (Refund Risk),2024-10-05 05:00:00,The Elder Scrolls IV Oblivion ,1.9
101690993,Purchase Game,2024-10-05 05:00:00,Prince of Persia,0.0
101690993,Purchase Game,2024-10-05 21:00:00,Prince of Persia The Sands of Time,0.0
101690993,Purchase Game,2024-10-06 05:00:00,Octodad Dadliest Catch,0.0
101690993,Purchase Game,2024-10-06 08:00:00,Killer is Dead,0.0
101690993,Start Playing,2024-10-06 17:00:00,Octodad Dadliest Catch,1.1
101690993,Abandon Game (Refund Risk),2024-10-06 19:00:00,Octodad Dadliest Catch,1.1
101690993,Start Playing,2024-10-07 06:00:00,Prince of Persia,1.3
101690993,Purchase Game,2024-10-07 06:00:00,Bastion,0.0
101690993,Abandon Game (Refund Risk),2024-10-07 08:00:00,Prince of Persia,1.3
101690993,Start Playing,2024-10-08 05:00:00,Bastion,1.0
101690993,Abandon Game (Refund Risk),2024-10-08 07:00:00,Bastion,1.0
101690993,Start Playing,2024-10-08 15:00:00,Prince of Persia The Sands of Time,1.1
101690993,Abandon Game (Refund Risk),2024-10-08 17:00:00,Prince of Persia The Sands of Time,1.1
101690993,Start Playing,2024-10-08 18:00:00,Killer is Dead,1.1
101690993,Purchase Game,2024-10-08 19:00:00,Goat Simulator,0.0
101690993,Abandon Game (Refund Risk),2024-10-08 20:00:00,Killer is Dead,1.1
101690993,Purchase Game,2024-10-10 08:00:00,The Stanley Parable,0.0
101690993,Start Playing,2024-10-10 10:00:00,Goat Simulator,0.9
101690993,Abandon Game (Refund Risk),2024-10-10 12:00:00,Goat Simulator,0.9
101690993,Start Playing,2024-10-11 07:00:00,The Stanley Parable,0.8
101690993,Abandon Game (Refund Risk),2024-10-11 09:00:00,The Stanley Parable,0.8
101690993,Purchase Game,2024-10-11 10:00:00,Counter-Strike Source,0.0
101690993,Purchase Game,2024-10-11 19:00:00,The Binding of Isaac,0.0
101690993,Purchase Game,2024-10-12 23:00:00,Don't Starve,0.0
101690993,Start Playing,2024-10-13 06:00:00,The Binding of Isaac,0.8
101690993,Abandon Game (Refund Risk),2024-10-13 08:00:00,The Binding of Isaac,0.8
101690993,Purchase Game,2024-10-13 19:00:00,Defiance,0.0
101690993,Start Playing,2024-10-13 20:00:00,Counter-Strike Source,0.8
101690993,Abandon Game (Refund Risk),2024-10-13 22:00:00,Counter-Strike Source,0.8
101690993,Start Playing,2024-10-14 17:00:00,Defiance,0.4
101690993,Abandon Game (Refund Risk),2024-10-14 19:00:00,Defiance,0.4
101690993,Start Playing,2024-10-15 08:00:00,Don't Starve,0.6
101690993,Abandon Game (Refund Risk),2024-10-15 10:00:00,Don't Starve,0.6
101690993,Purchase Game,2024-10-15 14:00:00,Lili Child of Geos,0.0
101690993,Purchase Game,2024-10-16 00:00:00,"Papers, Please",0.0
101690993,Purchase Game,2024-10-16 18:00:00,Hotline Miami,0.0
101690993,Start Playing,2024-10-16 20:00:00,Hotline Miami,0.1
101690993,Abandon Game (Refund Risk),2024-10-16 22:00:00,Hotline Miami,0.1
101690993,Purchase Game,2024-10-17 18:00:00,Cherry Tree High Comedy Club,0.0
101690993,Purchase Game,2024-10-18 04:00:00,Fallout 3 - Game of the Year Edition,0.0
101690993,Start Playing,2024-10-18 07:00:00,"Papers, Please",0.3
101690993,Abandon Game (Refund Risk),2024-10-18 09:00:00,"Papers, Please",0.3
101690993,Start Playing,2024-10-18 14:00:00,Lili Child of Geos,0.4
101690993,Abandon Game (Refund Risk),2024-10-18 16:00:00,Lili Child of Geos,0.4
101690993,Purchase Game,2024-10-20 03:00:00,Sid Meier's Starships,0.0
101690993,Purchase Game,2024-10-20 09:00:00,Watch_Dogs,0.0
101690993,Purchase Game,2024-10-20 12:00:00,ALLTYNEX Second,0.0
101690993,Purchase Game,2024-10-21 00:00:00,A New Beginning - Final Cut,0.0
101690993,Purchase Game,2024-10-21 05:00:00,Batman Arkham Asylum GOTY Edition,0.0
101690993,Purchase Game,2024-10-22 14:00:00,Batman Arkham City GOTY,0.0
101690993,Purchase Game,2024-10-23 10:00:00,Beyond Divinity,0.0
101690993,Purchase Game,2024-10-23 11:00:00,BioShock,0.0
101690993,Purchase Game,2024-10-24 22:00:00,BioShock 2,0.0
101690993,Purchase Game,2024-10-26 09:00:00,BioShock Infinite,0.0
101690993,Purchase Game,2024-10-28 05:00:00,BioShock Infinite - Season Pass,0.0
101690993,Purchase Game,2024-10-30 02:00:00,BioShock Infinite Burial at Sea - Episode 1,0.0
101690993,Purchase Game,2024-10-30 23:00:00,BioShock Infinite Burial at Sea - Episode 2,0.0
101690993,Purchase Game,2024-11-01 16:00:00,Call of Duty 4 Modern Warfare,0.0
101690993,Purchase Game,2024-11-03 14:00:00,Cherry Tree High I! My! Girls!,0.0
101690993,Purchase Game,2024-11-05 11:00:00,Child of Light,0.0
101690993,Purchase Game,2024-11-05 20:00:00,Counter-Strike,0.0
101690993,Purchase Game,2024-11-07 01:00:00,Counter-Strike Condition Zero,0.0
101690993,Purchase Game,2024-11-07 02:00:00,Counter-Strike Condition Zero Deleted Scenes,0.0
101690993,Purchase Game,2024-11-08 18:00:00,Darkest Dungeon,0.0
101690993,Purchase Game,2024-11-09 01:00:00,Day of Defeat,0.0
101690993,Purchase Game,2024-11-09 02:00:00,Day of Defeat Source,0.0
101690993,Purchase Game,2024-11-09 07:00:00,Deathmatch Classic,0.0
101690993,Purchase Game,2024-11-10 09:00:00,Democracy 3 Clones and Drones,0.0
101690993,Purchase Game,2024-11-11 15:00:00,Divine Divinity,0.0
101690993,Purchase Game,2024-11-12 20:00:00,Divinity Original Sin Enhanced Edition,0.0
101690993,Purchase Game,2024-11-13 02:00:00,Don't Starve Reign of Giants,0.0
101690993,Purchase Game,2024-11-13 09:00:00,Don't Starve Together Beta,0.0
101690993,Purchase Game,2024-11-13 14:00:00,Dreamfall Chapters,0.0
101690993,Purchase Game,2024-11-15 04:00:00,Edna & Harvey Harvey's New Eyes,0.0
101690993,Purchase Game,2024-11-15 20:00:00,Ether One Deluxe Edition Upgrade,0.0
101690993,Purchase Game,2024-11-16 06:00:00,Ether One Redux,0.0
101690993,Purchase Game,2024-11-17 11:00:00,Fable - The Lost Chapters,0.0
101690993,Purchase Game,2024-11-18 09:00:00,Fairy Bloom Freesia,0.0
101690993,Purchase Game,2024-11-19 16:00:00,Fairy Bloom Freesia - Original Soundtrack,0.0
101690993,Purchase Game,2024-11-21 14:00:00,Fallout New Vegas Courier's Stash,0.0
101690993,Purchase Game,2024-11-23 12:00:00,Fallout New Vegas Dead Money,0.0
101690993,Purchase Game,2024-11-24 13:00:00,Fallout New Vegas Honest Hearts,0.0
101690993,Purchase Game,2024-11-24 22:00:00,Fox & Flock,0.0
101690993,Purchase Game,2024-11-26 07:00:00,Goodbye Deponia,0.0
101690993,Purchase Game,2024-11-26 23:00:00,Grey Goo - Emergence Campaign,0.0
101690993,Purchase Game,2024-11-28 21:00:00,Grey Goo - Soundtrack,0.0
101690993,Purchase Game,2024-11-29 15:00:00,Grim Fandango Remastered,0.0
101690993,Purchase Game,2024-11-30 16:00:00,Half-Life,0.0
101690993,Purchase Game,2024-12-02 01:00:00,Half-Life 2,0.0
101690993,Purchase Game,2024-12-03 15:00:00,Half-Life 2 Deathmatch,0.0
101690993,Purchase Game,2024-12-03 18:00:00,Half-Life 2 Episode One,0.0
101690993,Purchase Game,2024-12-03 23:00:00,Half-Life 2 Episode Two,0.0
101690993,Purchase Game,2024-12-05 14:00:00,Half-Life 2 Lost Coast,0.0
